date,category,amount,notes
2020-09-05,Other Income,61721.0,Doctor visit
04/06/2019,Savings,164.0,Uber to office 
,Education,8611.0,Gift
06/08/2022,Food,323.0,Paid electricity bill
06-02-20,Foo,174.0,Netflix subscription
02/21/2022,Utilities,767.0,Gift
10/11/2022,Food,489.0,Paid electricity bill
08/05/2019,Rent,676.0,Monthly rent
March 30 2021,eRnt,1048.0,Salary via app
2020-08-02,Entertainment,723.0,Monthly rent
2019-04-25,Rent,149.0,Gift
07-06-21,Travel,346.0,Uber to office
2019-10-12,Food,113.0,Salary 
18-05-20,Other Income,63563.0,Gift
May 27 2019,Bous,47556.0,Paid electricity bill
26-02-21,Bonus,47100.0,Grocery shopping 
2021-05-03,Rnet,218.0,Monthly rent 
12-10-20,Other Income,65506.0,Grocery shopping
23-11-19,Entertainment,2197.0,Gift
07/06/2021,Education,172.0,Course fee
2019-07-22,Food,496.0,Doctor visit
January 12 2020,ent,1067.0,Salary
12/12/2021,Savings,336.0,Salary
01/18/2020,Rent,558.0,Monthly rent late
2021-01-28,Salary,49740.0,Paid electricity bill
17-04-21,Others,190.0,Grocery shopping
05/04/2022,Food,457.0,Doctor visit
2022-12-19,Enterrtainment,3245.0,Monthly rent
03/18/2019,Food,368.0,Monthly rent
2021-02-12,Savings,834.0,Salary
08/28/2020,Rent,958.0,Grocery shopping via app
09/03/2019,Food,2630.0,BjbdGlmebrNS5XTwE
2020-10-18,Utilities,60.0,Grocery shopping
24-01-19,Savigs,158.0,Uber to office
03/06/2022,Savings,85.0,Doctor visit
2021-01-02,Food,514.0,Salary
May 27 2020,Salary,58238.0,Dinner at resto 
12-09-20,Utilities,612.0,bItMgzzc3fLLB9oZd8h
10/27/2020,Food,161.0,Doctor visit 
April 23 2022,Food,4892.0,Salary
May 04 2021,Food,954.0,Course fee cash
14-05-19,Salary,84369.0,Salary
25-07-20,Travel,353.0,Doctor visit via app
,Entertainment,49.0,Doctor visit
2022-05-15,Bonus,67451.0,Uber to office
26-02-22,Others,199.0,Course fee
03/09/2021,Food,94.0,Uber to office via app
01-11-19,Food,110.0,Monthly rent
03/23/2020,Entertanment,65.0,Uber to office
2022-09-09,Rent,593.0,Doctor visit
2020-08-07,Food,76.0,Uber to office
September 24 2020,Food,293.0,Gift
14-06-19,Bonus,48417.0,Gift
22-05-22,Rent,212.0,Gift
03/03/2022,Utilities,999999.0,Dinner at resto cash
,Savings,913.0,M38vEOiE0mq
09-04-21,Utiilties,40.0,Grocery shopping
October 30 2019,Rent,228.0,Grocery shopping via app
2019-09-14,Savings,812.0,Doctor visit
02/09/2020,Food,648.0,Gift
2020-03-23,Travel,72.0,Netflix subscription
20-01-20,Entertainment,730.0,Dinner at resto late
06/10/2022,Bonus,50903.0,Paid electricity bill
2021-06-23,Travel,332.0,Monthly rent
2019-01-13,Utilities,1387.0,Dinner at resto
,Others,840.0,Uber to office
2020-04-21,Saary,51916.0,Uber to office
2022-03-31,Entertainment,253.0,Uber to office 
04/27/2022,Utiltiies,161.0,Grocery shopping
2021-08-10,Food,100.0,Paid electricity bill late
09/17/2022,Food,89.0,Salary
November 09 2020,Rent,1026.0,Paid electricity bill
19-08-19,Utilities,198.0,Grocery shopping late
10/09/2022,Salary,46912.0,Uber to office
2022-04-20,Entertainment,337.0,Doctor visit
16-10-19,Other Income,49262.0,Dinner at resto
21-12-20,Other Income,69966.0,Dinner at resto
2021-05-28,Utilities,1727.0,Paid electricity bill
09-08-20,Savings,885.0,Doctor visit
2020-06-15,Others,485.0,Grocery shopping
09-07-21,Food,756.0,hfNKwQfJv
28-09-22,Savings,2167.0,RjfExfdeiXGAL
30-05-20,Utilities,282.0,Netflix subscription
November 20 2022,Food,238.0,Uber to office 
19-03-20,Savings,2992.0,Netflix subscription cash
27-02-20,Food,1253.0,Doctor visit
05/22/2022,Entertainment,855.0,Dinner at resto
10-10-19,Rent,1633.0,Paid electricity bill
02-12-21,Savings,1774.0,Paid electricity bill
2021-03-21,Others,176.0,Gift via app
07/22/2019,Food,1580.0,Gift
05/19/2022,Rent,103.0,Netflix subscription
2021-11-21,Travel,417.0,Dinner at resto via app
03/14/2022,Food,1955.0,2rxtNdevaWWgS4T
2022-12-03,Food,365.0,Paid electricity bill
2019-07-01,Others,344.0,Monthly rent
04-11-22,Bonus,78639.0,Salary
02/26/2019,Utilities,126.0,Gift
2019-05-16,Bonus,69882.0,Gift
03-09-19,Salary,75945.0,Dinner at resto 
August 30 2022,Food,308.0,A83ibfO0HNQn
23-09-20,Food,857.0,Uber to office
12-08-19,Entertainment,491.0,Netflix subscription late
09/03/2021,Bonus,47486.0,Course fee
,Utilities,575.0,Dinner at resto
2020-07-04,Others,456.0,Monthly rent
03-04-19,Food,935.0,Course fee
08/29/2020,Education,340.0,Salary cash
October 12 2019,Food,1025.0,Uber to office
08/17/2019,Entertainment,4472.0,Uber to office 
12/08/2022,Utilities,944.0,Dinner at resto late
2021-12-18,Utilities,254.0,Monthly rent
2022-12-12,Health,534.0,Gift
2019-07-01,Saavings,3104.0,Gift
03/07/2021,Food,160.0,Grocery shopping via app
03-01-21,Travel,212.0,Paid electricity bill
08/14/2021,Food,443.0,Gift
08/03/2019,Rent,181.0,Doctor visit
2021-08-31,Rent,1970.0,Salary
26-01-19,Other Income,49772.0,Netflix subscription
06/17/2019,Health,993.0,Doctor visit
04-04-20,Other Income,86071.0,Doctor visit via app
02-01-22,Entertainment,2607.0,Gift
12/31/2022,Others,143.0,Dinner at resto
October 11 2019,Rent,90.0,Grocery shopping
2022-09-19,Food,124.0,Course fee cash
2020-05-11,Others,1140.0,Grocery shopping
2020-05-02,Rent,394.0,Grocery shopping late
2019-07-02,Other Income,65771.0,Gift 
2019-05-24,Food,426.0,Netflix subscription
01/01/2019,Food,604.0,Netflix subscription
14-12-21,Food,958.0,Grocery shopping
2019-09-16,Othrs,532.0,4VcsB7znYWmuvDNmyf
08-02-22,Foood,1539.0,Netflix subscription 
05/15/2021,Bonus,33342.0,Grocery shopping cash
October 09 2019,Utilities,208.0,Gift
08/15/2021,Othe Income,33816.0,Uber to office 
2021-02-26,Others,1612.0,Dinner at resto
2022-08-03,Fod,574.0,Doctor visit via app
July 10 2020,Education,549.0,Grocery shopping
April 25 2021,Foo,191.0,4YzMGoFJuaqFYAtEn5
2020-05-20,Rent,371.0,Doctor visit
July 08 2021,Education,663.0,Dinner at resto
07/01/2021,Travel,245.0,Doctor visit
December 30 2020,Health,1164.0,Grocery shopping
11-12-22,Food,237.0,Dinner at resto
July 05 2019,Bonus,73046.0,Uber to office via app
24-09-20,Rent,318.0,Grocery shopping late
2021-01-25,Food,237.0,Salary
09/02/2020,Bonus,41793.0,Uber to office cash
08/14/2020,Rent,1803.0,Doctor visit
,Others,1409.0,Salary
14-09-21,Utilities,341.0,Uber to office cash
29-09-19,Travel,1203.0,Netflix subscription via app
2020-11-19,Foo,251.0,Grocery shopping
22-07-22,Rent,2081.0,Course fee
May 15 2019,Others,551.0,Dinner at resto
06/30/2019,Other Income,82411.0,Doctor visit
07/16/2022,Food,404.0,Dinner at resto
08/30/2021,Entertainment,3572.0,Uber to office
09/22/2022,Others,999999.0,Uber to office cash
02/26/2019,Rent,1001.0,Uber to office
06/10/2021,Education,341.0,Netflix subscription
06-02-22,Entertainment,298.0,Gift
2021-05-26,Rent,590.0,Course fee
02/28/2020,Rent,1568.0,Grocery shopping
03/04/2021,Other Income,54354.0,Course fee
2021-08-06,Rent,105.0,Dinner at resto
01/20/2021,Bonus,77741.0,Grocery shopping via app
12-12-20,Utilities,489.0,Uber to office
2021-09-25,Entertainment,12489.0,Paid electricity bill
2022-06-18,Travel,516.0,Gift
05/19/2022,Food,1010.0,Doctor visit
02/26/2019,ent,509.0,Monthly rent
2020-09-20,Utilities,1731.0,Dinner at resto
November 28 2019,Utilities,999999.0,Gift
2021-02-16,Bonus,57454.0,Paid electricity bill
2021-07-09,Travel,520.0,Doctor visit
13-12-19,Savings,113.0,Gift cash
30-12-20,Food,103.0,Gift
11/28/2019,Food,571.0,Grocery shopping cash
10/24/2022,Food,1936.0,Uber to office
2019-06-08,Food,303.0,Course fee
2022-03-21,Utilities,106.0,Dinner at resto
22-08-19,Rent,98.0,Doctor visit
08/23/2022,Food,192.0,jUhHOm4uNzK3J8R1i
October 20 2022,Entertainment,260.0,Paid electricity bill
2019-04-20,Rent,98.0,sEMuRPH7ptwAGc6K
01-11-20,Travel,267.0,ywt95Rddbfar1qhlBsk
2021-02-15,Rent,224.0,Monthly rent
2019-10-07,Utilities,191.0,Paid electricity bill
,Food,,Gift
29-03-20,Fod,241.0,Doctor visit via app
08/26/2020,Rent,94.0,Doctor visit
19-08-21,Travel,2234.0,aId8SZqW
December 11 2022,Utilities,56.0,Salary via app
09-11-20,Utilities,378.0,Paid electricity bill 
August 21 2022,Food,101.0,Netflix subscription via app
October 22 2021,Food,16324.0,Monthly rent
12/25/2019,Food,766.0,Paid electricity bill
May 26 2022,Food,966.0,Course fee
2019-09-18,Food,643.0,Grocery shopping 
18-11-22,Rent,160.0,Course fee
02/19/2022,Education,891.0,Netflix subscription cash
June 21 2019,Food,60.0,Doctor visit
2022-10-18,Savings,84.0,Grocery shopping
2022-01-12,Rent,1487.0,Dinner at resto
2019-12-21,Rent,51.0,Course fee
2021-12-21,Food,393.0,Salary
June 21 2020,Rent,558.0,Salary 
2021-01-23,Food,88.0,Course fee
15-11-22,Utilities,359.0,Dinner at resto cash
2021-02-09,Rent,689.0,Netflix subscription
12-03-19,Other Income,74273.0,Monthly rent 
07-11-20,Bonus,71900.0,NByWWJeFi8m0eZO
2021-04-03,Bonus,68329.0,Salary
2019-12-12,Health,223.0,Uber to office
2022-07-11,Food,521.0,Course fee
2022-09-13,Others,613.0,Netflix subscription cash
2020-09-19,Travel,240.0,gqT127znqwc
29-05-19,Entertainment,38.0,HB5rESxl
2019-08-18,Rent,112.0,Doctor visit cash
2020-05-31,Rent,305.0,Netflix subscription
September 05 2021,Rent,208.0,Course fee
13-12-20,Utilities,92.0,VlZfmFjVbzKmR9uEVdg
01-10-21,Travel,913.0,Course fee
10/12/2019,Bonus,30715.0,Gift
08/10/2021,Utilities,1080.0,Monthly rent
2019-09-09,Food,318.0,Monthly rent via app
04/06/2022,Rent,2114.0,Course fee cash
26-10-22,Bonus,88648.0,Monthly rent
2020-09-17,Others,140.0,Paid electricity bill cash
May 18 2020,Rent,121.0,Gift late
,Food,851.0,Paid electricity bill
2020-05-30,Travel,626.0,Paid electricity bill
2022-02-26,Food,1001.0,Netflix subscription via app
,Rent,1639.0,Salary
13-07-20,Rent,825.0,oHolnDV2g63GhaSg8tVZ
May 28 2019,Food,403.0,cP1wvFHklSagsgxhfd9M
07-08-19,Salary,54062.0,Course fee
03/02/2020,Education,489.0,Gift
January 29 2021,Salary,72016.0,Course fee 
07-04-19,Bonus,87380.0,Netflix subscription
November 07 2021,Travel,39.0,Doctor visit
15-07-21,Rent,90.0,Doctor visit cash
12-06-22,Travel,33.0,Netflix subscription late
18-10-22,Utilitise,597.0,Doctor visit 
August 16 2020,Food,320.0,Salary
09/25/2020,Rent,91.0,Gift
09/06/2021,Food,12957.0,Grocery shopping
11/30/2020,Entertainment,254.0,C22ig4fQN7V1Z8H
10/18/2020,Utilities,9786.0,Gift
11-06-19,Food,1883.0,Netflix subscription 
2021-04-26,Entertainment,111.0,Course fee
03/27/2022,Entertainment,535.0,Netflix subscription
2021-09-22,Food,819.0,Paid electricity bill
2022-08-07,Utilities,303.0,CjLvniMcB6BE3Uao0
August 04 2019,Food,658.0,Netflix subscription
2021-04-16,Bonus,73558.0,Netflix subscription 
07/11/2021,Salary,69534.0,J44jEfLPGek9R1s1J55
10-04-21,Utilities,3091.0,Grocery shopping
2021-10-08,Others,214.0,Uber to office
2021-04-16,Bonus,76251.0,Dinner at resto
07/29/2019,ent,1544.0,Dinner at resto
2022-01-01,Food,648.0,Monthly rent
06/29/2019,Food,2113.0,Netflix subscription
February 08 2020,Rennt,452.0,Dinner at resto 
2022-03-14,Entertainment,294.0,Netflix subscription
05/01/2019,Food,288.0,Grocery shopping late
06/02/2021,Food,1109.0,Paid electricity bill
12/25/2020,Travel,370.0,G2yeYxm10bTR
2021-10-30,Savings,50.0,Netflix subscription
04-03-21,Travel,144.0,Netflix subscription
08/30/2021,Rent,88.0,Uber to office
09/24/2022,Utilities,158.0,Monthly rent via app
09-05-19,Bonus,69297.0,Dinner at resto 
03/16/2020,Entertainment,76.0,Uber to office cash
12-08-19,Education,121.0,Monthly rent
10/31/2020,Rent,507.0,Grocery shopping
2019-07-23,Food,184.0,Dinner at resto
11/23/2021,Rent,,Grocery shopping
,Utilities,201.0,jcWqxzrr1dAcAY8GF
25-06-22,Education,587.0,Salary 
11-05-22,Rent,99.0,Doctor visit
21-06-22,Entertainment,541.0,Dinner at resto
2022-07-08,Others,374.0,Gift
07/14/2020,Travel,2807.0,Uber to office 
,Foodd,44.0,Grocery shopping cash
2021-01-30,Savings,262.0,Grocery shopping
18-12-20,Bonus,58937.0,Gift
14-09-22,Food,113.0,Uber to office
2020-06-01,Food,263.0,Dinner at resto via app
2022-04-14,Utilities,199.0,Salary late
05/16/2020,Foood,155.0,Salary
2020-03-08,Food,98.0,Course fee
03/02/2021,Food,440.0,Salary
June 22 2022,Utiilities,205.0,Doctor visit
11/21/2021,Food,196.0,Gift
2022-07-23,Bonus,31737.0,Paid electricity bill
2022-10-01,Food,218.0,Doctor visit
2020-07-27,onus,60046.0,Uber to office
04/10/2020,Entertainment,62.0,Gift
2019-07-26,Others,152.0,Grocery shopping via app
2020-08-05,Food,987.0,Salary
25-08-22,Rent,186.0,Monthly rent
,Other Income,66690.0,Netflix subscription
08/23/2021,Others,1597.0,Course fee
05/31/2019,Other Income,34127.0,Salary cash
04/25/2022,Travel,119.0,Gift
18-05-21,Rent,50.0,Grocery shopping via app
11/23/2019,Food,826.0,Netflix subscription cash
05/09/2022,Savings,1377.0,Gift
10/18/2021,Food,679.0,Paid electricity bill
2021-11-16,Travel,319.0,Monthly rent cash
2021-03-23,Others,956.0,Dinner at resto
07/02/2020,Travel,1466.0,Monthly rent 
17-07-20,Food,4400.0,Course fee
09/04/2021,Food,-393.0,Paid electricity bill
11/29/2022,Bonus,81487.0,Salary
06/15/2022,Rent,753.0,Uber to office
11/20/2022,Food,53.0,Netflix subscription
04-09-20,Rent,1510.0,Course fee
2021-08-14,Food,3045.0,Dinner at resto
28-06-22,Savings,268.0,Doctor visit
20-06-19,Food,180.0,Gift via app
2020-05-12,Entertainment,91.0,Gift
25-11-22,Utilities,343.0,Course fee
2021-01-12,Savings,994.0,Uber to office
06/03/2021,Food,671.0,Netflix subscription
09/24/2022,Rent,587.0,Grocery shopping
2021-01-31,Food,175.0,Uber to office
10-11-20,Utilities,2758.0,Dinner at resto
04/09/2019,Food,1577.0,Uber to office
02/10/2020,Travel,53.0,Dinner at resto
04/07/2020,Travel,135.0,Paid electricity bill
01-12-19,Rent,128.0,Paid electricity bill
,Food,3941.0,Dinner at resto
2019-11-27,Entertainment,718.0,Paid electricity bill
2021-02-17,Food,167.0,Paid electricity bill late
2020-03-21,Food,703.0,Salary via app
September 05 2021,Bonus,67005.0,Gift
08/12/2020,Others,1253.0,Gift
12-04-22,Savings,75.0,Grocery shopping
04/01/2022,Bonus,63349.0,Lk0jixXqCcjindFpe
2019-09-16,Food,1270.0,Course fee
08/19/2019,Food,1273.0,Course fee
2021-03-15,Entertainment,262.0,Grocery shopping
December 28 2021,Rent,139.0,Course fee
2022-07-12,Food,713.0,Paid electricity bill late
16-10-22,Salary,61118.0,Dinner at resto
2019-04-14,Entertainment,605.0,Salary
06/01/2021,Food,153.0,nDnjvhHg4
04-03-22,Rent,184.0,Salary 
April 19 2022,Others,249.0,Grocery shopping cash
,Salary,69703.0,Monthly rent
04-09-22,Food,1875.0,Grocery shopping
2022-09-27,Bonus,70568.0,vpEZFvkwiFVZzug5
2019-06-17,Travel,83.0,Grocery shopping
10/02/2020,Food,144.0,Paid electricity bill
05/05/2020,Food,210.0,Dinner at resto cash
2021-03-30,Food,878.0,pRvi2raTE
01/04/2022,Other Income,44769.0,Course fee
May 14 2019,Utilities,693.0,Doctor visit late
03/26/2022,Food,231.0,Doctor visit
2021-05-02,Savings,1659.0,Netflix subscription
08-06-22,Rent,339.0,Grocery shopping
26-05-20,Food,2705.0,q2vtj6rqsKLZ
,Savings,221.0,Grocery shopping 
2021-07-16,Rent,264.0,Grocery shopping
16-10-20,Food,267.0,Netflix subscription late
27-12-19,Bonus,68393.0,xt2vXGqplNIo2Uj
October 12 2020,Fodo,533.0,Uber to office
05-06-22,Rent,1183.0,Paid electricity bill late
22-04-19,Food,433.0,Monthly rent via app
05/25/2019,Food,3307.0,Doctor visit
06/24/2022,Rent,871.0,Uber to office late
July 09 2022,Utilities,382.0,Dinner at resto via app
09-05-20,Entertainment,936.0,Dinner at resto
05/30/2019,Food,137.0,Monthly rent
11/17/2021,Utiliteis,1359.0,Dinner at resto
22-01-19,Utilities,169.0,Salary
September 09 2019,Food,73.0,Netflix subscription
01-08-20,Others,224.0,Netflix subscription
2019-06-19,Rent,377.0,Netflix subscription cash
October 25 2019,Salary,72219.0,Dinner at resto
2019-09-16,Rent,386.0,Paid electricity bill
,Food,1602.0,Course fee
2021-01-08,Travel,405.0,Dinner at resto 
November 10 2021,Utilities,594.0,zbr3V7MVv
2020-06-11,Travel,573.0,Uber to office
2021-09-18,Entertainment,1155.0,Course fee
23-08-21,Utilities,569.0,Dinner at resto
10/02/2021,Rent,88.0,rcHLGvvTTqd5w4wEE
,Entertainment,-982.0,Monthly rent 
2019-05-15,Entertainment,628.0,Monthly rent
05/17/2019,Food,1285.0,Salary 
06/08/2020,Salary,42212.0,Paid electricity bill
September 15 2019,Utilities,735.0,Uber to office cash
,Rent,770.0,Uber to office
29-12-21,Rent,581.0,Dinner at resto
2022-02-09,Education,1348.0,Gift
06/06/2021,Rent,437.0,Monthly rent
2020-02-22,Bonus,69871.0,Dinner at resto 
2020-02-05,Rent,1332.0,Uber to office
2020-09-02,Entertainment,208.0,Gift
09/29/2020,Utilities,874.0,Dinner at resto
08-08-21,Food,999999.0,Salary via app
09/01/2019,Rent,430.0,Uber to office
06/30/2022,Utilities,1347.0,Gift
05-04-21,Other Income,45630.0,Netflix subscription late
2020-09-13,Other Income,60660.0,Paid electricity bill
10-09-22,Other Income,,Uber to office
2019-08-02,Bonus,85826.0,Gift cash
06/12/2020,Education,92.0,Monthly rent
2021-06-01,Rent,132.0,Netflix subscription
2022-12-27,Savings,1486.0,Paid electricity bill
03/18/2019,Utilities,10333.0,X9BsmvR4jkHDleoyY5Yf
2019-05-14,Education,53.0,Netflix subscription
11/19/2020,Bonus,36140.0,Netflix subscription
11/09/2020,Rent,1081.0,Monthly rent
2020-07-13,Rent,1058.0,Monthly rent
01-07-20,Entertainment,875.0,Uber to office
09/08/2019,Entertainment,76.0,Grocery shopping
2022-03-30,Utilities,608.0,Netflix subscription cash
11/30/2019,Other Income,48743.0,Paid electricity bill
02/09/2021,Education,160.0,Netflix subscription
09-01-20,Salary,71938.0,Doctor visit
02/15/2021,Salary,67953.0,Doctor visit
10/05/2020,Travel,10.0,Grocery shopping late
January 06 2019,Savings,3791.0,Netflix subscription
2019-01-23,Other Income,75278.0,Monthly rent
11/10/2019,Eduation,1171.0,Monthly rent
June 11 2022,Food,410.0,Salary
07/09/2019,Rent,518.0,Uber to office via app
26-01-21,Other Income,40824.0,Grocery shopping
21-01-22,Travel,1731.0,Dinner at resto
30-01-20,Rent,2789.0,Salary
2021-01-28,Other Income,30483.0,Grocery shopping 
2019-05-04,Education,488.0,Course fee
02-09-22,Travel,179.0,Dinner at resto
May 28 2019,Food,423.0,Dinner at resto
2022-07-02,Food,415.0,Monthly rent
11-11-22,Others,357.0,Salary via app
10/12/2020,Rent,1091.0,Salary cash
05/10/2021,Travel,133.0,Gift
August 30 2022,Savings,336.0,Doctor visit cash
June 15 2021,Food,829.0,Gift
2022-07-13,Travel,556.0,9jfewm6T82n
2019-10-18,Rent,2253.0,AQLDNRzlxiyqcx
2019-08-30,Rent,88.0,Monthly rent 
02/12/2022,Rnt,133.0,Netflix subscription 
2020-01-16,Others,210.0,Salary
2019-04-24,Education,154.0,Paid electricity bill
08/01/2020,Rent,2090.0,Course fee via app
07/09/2019,Food,37.0,Dinner at resto cash
12/07/2021,Travel,846.0,Netflix subscription
09/30/2021,Savings,48.0,Gift via app
11/17/2022,Travel,2452.0,Course fee
11/26/2021,Food,1040.0,Paid electricity bill 
2022-07-18,Travel,2842.0,Course fee
2022-04-11,Savings,253.0,Dinner at resto
06/10/2020,Travel,277.0,Paid electricity bill via app
04/01/2021,Entertainment,2263.0,Monthly rent via app
2022-10-24,Rent,393.0,Netflix subscription
07/29/2022,Travel,2005.0,Netflix subscription
September 07 2020,Food,63.0,Doctor visit
18-12-19,Other Income,50036.0,Doctor visit
05/13/2020,Rnt,180.0,Netflix subscription
02/20/2021,Rent,960.0,Paid electricity bill
06/26/2020,Rent,766.0,Doctor visit
10-11-20,Travel,370.0,Grocery shopping
06-01-19,Rent,60.0,Gift
13-07-22,Education,257.0,Dinner at resto
12/01/2019,Rent,137.0,Salary
17-04-22,Utilities,340.0,gQp1XypUb
17-11-22,Food,553.0,Gift 
11/08/2020,Travel,999999.0,Dinner at resto
15-11-21,Salary,60478.0,Gift
21-08-21,Bonus,54547.0,Dinner at resto late
11/08/2020,Others,1503.0,Doctor visit
February 15 2020,Education,651.0,Grocery shopping
2022-09-20,Rent,1175.0,Dinner at resto late
07-03-22,Rent,302.0,S5idsONo4paFR
20-08-21,Rent,2613.0,Netflix subscription
2019-03-15,Food,134.0,Grocery shopping
08/11/2022,Entertainment,,Monthly rent
05/01/2019,Travel,161.0,Salary
05/14/2022,Utilities,213.0,Monthly rent
2020-01-24,Travel,47.0,Gift cash
23-11-20,Bonus,64532.0,Uber to office 
October 28 2022,Utilities,3219.0,Monthly rent
24-12-22,Other Income,81228.0,Netflix subscription
20-07-22,Salary,47897.0,Dinner at resto cash
April 25 2022,Food,173.0,Uber to office late
16-10-22,Salary,48272.0,Gift
12/12/2019,Savings,2159.0,Uber to office
05/28/2022,Other Income,82116.0,Paid electricity bill
,Other Income,45089.0,Uber to office
22-01-22,Food,834.0,Course fee
01-03-19,Food,21.0,Gift
2021-07-11,Entertainment,113.0,Grocery shopping
2022-05-27,Bous,57789.0,Monthly rent
2021-04-01,Entertainment,50.0,Uber to office 
11/24/2019,Food,365.0,Gift
08/08/2021,Savings,106.0,0p3sjZYZiZlflCDgGt
31-07-22,Utilities,606.0,Salary via app
December 21 2019,Rent,20.0,Doctor visit
24-02-21,Entertainment,45.0,Gift
06-08-20,Rent,146.0,Paid electricity bill cash
02/20/2021,Rent,120.0,Paid electricity bill
2020-05-10,Travel,1046.0,Monthly rent
03/24/2020,Entertainment,204.0,Gift via app
February 08 2022,Entertainment,414.0,Doctor visit
October 02 2021,Bonus,72899.0,Monthly rent late
2020-05-18,Rent,1842.0,Netflix subscription cash
06/29/2021,Food,3309.0,Grocery shopping
08/15/2019,Savings,,Dinner at resto
2021-12-03,Rent,720.0,g0CZy7wUenG
16-01-19,Entertainment,299.0,Uber to office
03/09/2021,Savings,1248.0,Grocery shopping
06-03-19,Rent,1065.0,Paid electricity bill 
04/29/2021,Other Income,63057.0,Monthly rent via app
2019-04-20,Travel,25.0,Doctor visit
2021-10-07,Food,245.0,Doctor visit
28-12-20,Rent,706.0,OUgG6eneXh7p7KyZBsh
June 11 2021,Rent,16020.0,Doctor visit
August 22 2021,Rent,7808.0,Monthly rent
07/27/2020,Trvel,159.0,Doctor visit
07/09/2020,Travel,169.0,Gift
03/16/2019,Bonus,63054.0,Paid electricity bill
10/04/2022,Food,257.0,Paid electricity bill
2019-01-10,Rent,1917.0,Course fee via app
10/31/2019,Utilities,74.0,Gift
2019-05-16,Utiliies,593.0,Uber to office
April 16 2019,Other Income,82130.0,Course fee
30-10-20,Rent,543.0,Monthly rent
17-02-19,Other Income,63295.0,Netflix subscription via app
2019-03-22,Food,963.0,Uber to office cash
2020-12-06,Other Income,62403.0,Course fee cash
2021-06-06,Other Income,49899.0,Netflix subscription late
2019-08-15,Food,390.0,Uber to office
10/12/2022,Other Income,41436.0,Gift via app
12-10-20,Entertainment,860.0,Paid electricity bill
,Food,383.0,Paid electricity bill
02/24/2019,Other Income,52870.0,Dinner at resto
10/24/2019,Travel,1451.0,Paid electricity bill
2020-06-16,Rent,478.0,Monthly rent cash
October 08 2021,Entertainment,318.0,Netflix subscription
30-04-20,Savings,529.0,Monthly rent
12/04/2020,Others,441.0,Doctor visit
02/01/2020,Rent,291.0,Paid electricity bill late
September 03 2019,Food,807.0,Uber to office
August 17 2021,Rent,855.0,Salary cash
19-07-19,Travel,370.0,Dinner at resto 
2019-02-06,Rent,286.0,Paid electricity bill
03-10-19,Entertainment,136.0,Gift
05-03-22,Travel,1337.0,Dinner at resto
01-10-21,Bonus,45018.0,Gift
March 19 2020,Food,499.0,Salary
11/19/2020,Food,356.0,Salary
,Travel,380.0,Doctor visit late
04-11-20,Food,678.0,Gift
09/18/2022,Travel,251.0,Salary
10/27/2022,Rent,167.0,Uber to office
06/09/2021,Other Income,51767.0,Dinner at resto cash
07/04/2020,Food,1099.0,Course fee
30-07-21,Rent,156.0,Paid electricity bill
01/04/2019,Rent,114.0,Dinner at resto
2021-11-20,Food,196.0,a01n8SrTvj
2020-09-25,FFood,155.0,Dinner at resto
07/01/2022,Entertainment,2415.0,Course fee 
2022-04-01,Salary,53658.0,Uber to office
2020-06-01,Travel,1502.0,Paid electricity bill via app
February 12 2021,Tarvel,676.0,Dinner at resto
12/20/2020,Rent,1101.0,Paid electricity bill
23-03-20,Food,268.0,Doctor visit
04-03-20,Food,764.0,Salary
22-03-22,Other Income,55989.0,Gift
04/13/2019,Salary,63020.0,Dinner at resto
March 21 2021,Utilities,1149.0,Doctor visit late
31-12-21,Rent,107.0,Gift late
26-02-19,Bonus,63053.0,Grocery shopping
2020-10-16,Rent,652.0,Paid electricity bill late
January 30 2021,Rent,177.0,Uber to office cash
10-05-20,Food,1109.0,Paid electricity bill
September 28 2019,Food,1723.0,joUywaKv6e2x72PiKJW
2020-06-20,Education,161.0,Salary
,Rent,260.0,Paid electricity bill
2021-09-07,Travel,461.0,Salary
02/18/2020,Travel,312.0,Paid electricity bill 
09/22/2019,Food,2092.0,Gift via app
31-10-21,Utilities,1149.0,Paid electricity bill
August 06 2019,Food,8576.0,Salary
22-09-21,Food,799.0,Dinner at resto cash
October 12 2019,Food,265.0,Salary cash
08-11-21,Bonus,67109.0,Course fee late
September 19 2020,Food,136.0,Course fee
08/25/2020,Food,401.0,Dinner at resto
07-01-22,Food,612.0,Dinner at resto
11/25/2020,Food,855.0,Dinner at resto
April 19 2019,Food,191.0,Course fee
08/21/2020,Utilities,1502.0,Paid electricity bill late
2019-08-13,Rent,823.0,Gift
2021/02/16,Food,350.0,Doctor visit
2019-04-06,Other Income,57873.0,Salary
08/07/2019,Utilities,32.0,Paid electricity bill
12/19/2021,Others,136.0,Paid electricity bill late
2019-05-15,Fod,1515.0,Dinner at resto
2020-08-02,Rent,738.0,Grocery shopping late
28-02-19,Savings,68.0,IuDgko0OFfWsu6mVFVAt
September 22 2019,Rent,36.0,Paid electricity bill
October 09 2021,Savings,194.0,Gift
08/22/2021,Utilities,50.0,Salary
05/04/2019,Bonus,50049.0,Doctor visit cash
04/20/2019,Bonus,53396.0,Netflix subscription
05/31/2021,Food,30.0,Uber to office
2019-09-01,Health,343.0,Dinner at resto
2022-06-04,Food,677.0,Salary
07-11-21,Other Income,39089.0,Grocery shopping late
