date,category,amount,notes
11/05/2023,Traval,1540.0,asdfgh
02-03-24,TRAVEL,2787.0,xyz123
13-08-22,food,4860.0,Lunch
2021-11-09,TRAVEL,3752.0,!!!
01-12-2024,Bonus,57861.0,EMI payment
10-03-21,FOOD,4918.0,Restaurant dinner
06/05/2024,Misc,2372.0,EMI payment
09/03/2023,Rentt,10141.0,Books
2021-03-23,TRAVEL,9612.0,Lunch
03/28/2022,Food,515.0,Online course
2021-10-18,health,9178.0,ATM withdrawal
09/08/2022,Utilities,2168.0,Train ticket
05/31/2022,Entrtnmnt,6136.0,EMI payment
2022-01-03,SAVINGS,6609.0,Restaurant dinner
2024-02-29,Bonus,64602.0,ATM withdrawal
2022-04-26,utilities,1329.0,!!!
23-08-2022,utilities,,Internet bill
2022-09-06,Freelance,48760.0,!!!
,Travl,6717.0,!!!
2023-07-15,Food,4069.0,test
21-11-2022,Educaton,5179.0,Train ticket
05-07-2024,Fod,8286.0,Electricity bill
11-03-22,Others,51604.0,Fixed deposit
07-08-2022,Rnt,5716.0,Electricity bill
2023-08-22,Others,33082.0,Lunch
13-03-21,Rent,21048.0,Grocery shopping
07/05/2023,RENT,0.0,Grocery shopping
2024-09-02,food,9231.0,Petrol
2024-04-16,Foods,2099.0,Medicine
25-02-24,Rnt,5162.0,Internet bill
12-10-21,travel,1616.0,Online course
01/28/2023,Freelance,32104.0,misc
2023-12-07,Rent,8582.0,Monthly rent payment
27-08-24,utilities,4389.0,Online course
2021-05-28,health,6652.0,misc
09/22/2022,Fod,5133.0,Petrol
2022-01-05,Rent,46587.0,Grocery shopping
2022-04-15,Utilities,9867.0,Shopping
10/17/2021,utilities,7175.0,test
2024-04-14,RENT,4212.0,Doctor consultation
09-06-2021,Freelance,78969.0,Movie tickets
2021-08-30,Utility,8704.0,xyz123
2022-07-17,Investment,17401.0,Internet bill
21-10-2021,Entertain,7103.0,xyz123
2021-12-16,TRAVEL,1852.0,Internet bill
2022-08-05,travel,1052.0,misc
2023-04-01,Savings,433.0,EMI payment
10/25/2021,EDU,1312.0,EMI payment
2022-08-05,Foods,1617.0,Grocery shopping
15-01-21,Rnt,7973.0,Monthly rent payment
2024-12-13,Traval,4138.0,ATM withdrawal
2022-01-21,Misc,1087.0,xyz123
01/26/2024,food,4541.0,misc
07-05-23,Bonus,12888.0,xyz123
04/14/2021,food,1736.0,Electricity bill
05/26/2023,Entrtnmnt,8127.0,!!!
,Others,36710.0,Electricity bill
09-05-22,FOOD,2736.0,Online course
07-08-2021,Utilties,5420.0,Train ticket
03-08-2021,Fod,819.0,Petrol
03/31/2022,utilities,5965.0,ATM withdrawal
16-11-24,Traval,6822.0,misc
03/17/2021,Utility,3876.0,!!!
2024-12-26,EDU,6428.0,ATM withdrawal
2023-05-03,Rentt,24628.0,Uber ride
26-07-23,Investment,39501.0,asdfgh
03/12/2024,Entertainment,2120.0,Internet bill
01/05/2024,Utility,5268.0,Coffee
27-08-24,Utility,6888.0,Train ticket
03/15/2021,Entertainment,8208.0,Restaurant dinner
24-10-21,Investment,33185.0,Grocery shopping
2022-06-21,Traval,2074.0,Medicine
06/05/2021,Fod,9634.0,EMI payment
23-04-21,Bonus,76874.0,!!!
16-09-22,FOOD,1063.0,Grocery shopping
2021-04-19,Foods,2817.0,Lunch
2021-01-02,Food,3805.0,Grocery shopping
03/26/2021,Entrtnmnt,3204.0,Books
15-12-21,FOOD,2821.0,Doctor consultation
29-05-22,travel,4658.0,Electricity bill
03-12-22,Rnt,4284.0,misc
2024-07-18,Traval,134.0,Medicine
2024-10-04,Entertainment,9345.0,Train ticket
01/10/2021,Food,3602.0,Electricity bill
09/28/2022,HEALTH,3272.0,Doctor consultation
05/31/2021,food,4102.0,EMI payment
30-07-21,Food,2284.0,Monthly rent payment
2024-07-19,EDU,8270.0,ATM withdrawal
2022-09-21,Utility,2134.0,Electricity bill
09/04/2021,Utilities,-1000.0,test
10/19/2023,utilities,4347.0,EMI payment
05-09-2023,Entertainment,-1000.0,Uber ride
,Food,4097.0,xyz123
08/07/2023,Foodd,,Monthly rent payment
04-06-2023,Freelance,631644.0,Restaurant dinner
21-07-24,RENT,3257.0,Uber ride
2022-03-17,Rnt,7766.0,xyz123
2022-04-11,Helth,9527.0,Doctor consultation
07/15/2024,Travl,7593.0,ATM withdrawal
30-01-2024,Rnt,5394.0,Uber ride
2023-03-08,entertainment,2853.0,Movie tickets
02-01-23,Helth,4366.0,Grocery shopping
07-10-21,food,329.0,Electricity bill
07-10-2024,Traval,9709.0,Petrol
10/01/2022,Foodd,4277.0,Medicine
07/21/2024,Entertainment,5304.0,Movie tickets
10-09-2021,utilities,242.0,Fixed deposit
05-01-24,Others,10833.0,Online course
2021-08-17,rent,9207.0,Doctor consultation
03-05-24,Utilties,4591.0,Internet bill
13-11-21,Savings,530.0,Uber ride
2022-02-21,EDU,2560.0,Train ticket
20-06-2023,Education,3205.0,ATM withdrawal
2023-08-07,Rnt,1996.0,Medicine
02/16/2021,Freelance,59364.0,Uber ride
2021-02-01,Traval,7062.0,Electricity bill
06/15/2021,food,300.0,Lunch
2021-01-25,Savings,3252.0,EMI payment
2023-03-27,food,113.0,Petrol
2024-02-29,Salary,39221.0,Uber ride
2024-10-09,entertainment,5381.0,Grocery shopping
11/02/2023,Utilities,533.0,Internet bill
04/10/2021,Salary,18141.0,xyz123
04/13/2023,Travl,3465.0,Restaurant dinner
2021-06-23,RENT,2392.0,Medicine
12/12/2023,Food,975.0,misc
10/22/2022,TRAVEL,4510.0,Coffee
05/19/2021,Traval,7397.0,Internet bill
07/06/2023,Utility,3269.0,asdfgh
11-11-2021,TRAVEL,,Doctor consultation
30-06-2021,Entrtnmnt,3988.0,asdfgh
08-06-21,Investment,11310.0,Restaurant dinner
2023-09-08,Utlities,8964.0,Grocery shopping
2022-02-25,FOOD,8521.0,Gym membership
18-04-2021,TRAVEL,6162.0,Grocery shopping
,Rentt,9208.0,xyz123
15-01-23,Utilties,,Petrol
07-09-2023,education,839.0,Medicine
12/28/2022,Education,4333.0,Grocery shopping
24-05-22,Health,8486.0,Fixed deposit
24-12-24,education,9805.0,Fixed deposit
2021-02-11,travel,5866.0,Gym membership
08-02-22,TRAVEL,9382.0,Train ticket
04/17/2024,TRAVEL,785.0,Coffee
2023-11-20,FOOD,3896.0,xyz123
2022-06-09,Foodd,4605.0,Restaurant dinner
2021-04-04,Bonus,69376.0,Monthly rent payment
10/31/2022,Utility,9551.0,Fixed deposit
2023-02-15,Utilties,,misc
30-12-23,Traval,,Fixed deposit
2023-10-13,Fod,8311.0,Online course
30-07-24,Traval,9632.0,ATM withdrawal
2023-08-04,EDU,4029.0,Medicine
,Utilties,2169.0,Lunch
2024-01-12,entertainment,7782.0,Movie tickets
2024-10-17,health,610.0,Movie tickets
2024-06-13,food,2594.0,Petrol
2024-09-21,food,,Electricity bill
24-05-2022,rent,2890.0,Petrol
2022-05-19,Rent,32851.0,Online course
2021-06-02,Travl,2424.0,Internet bill
2021-03-31,Utility,7494.0,Electricity bill
2021-07-29,Foodd,2329.0,Uber ride
06/04/2024,Entertain,643.0,Coffee
06/22/2023,travel,3041.0,Movie tickets
10/30/2024,RENT,9692.0,misc
2024-12-24,travel,4421.0,ATM withdrawal
16-02-22,entertainment,3301.0,Online course
06-02-21,Entrtnmnt,8580.0,Uber ride
05/12/2021,Traval,5308.0,Coffee
2024-02-21,Salary,10082.0,xyz123
2023-12-24,Foods,4299.0,Petrol
25-05-24,Others,7618.0,Gym membership
03/24/2023,Freelance,42808.0,Train ticket
2024-04-11,Rent,6377.0,Coffee
03/09/2023,Food,2949.0,Gym membership
29-07-2021,Rentt,34952.0,Books
08/09/2023,Health,8108.0,Online course
2023-11-03,Salary,36037.0,Coffee
02/02/2023,Entertain,4691.0,Lunch
05/19/2023,Fod,8143.0,test
2024-11-09,Investment,68676.0,!!!
2023-05-02,rent,2008.0,Uber ride
2023-05-04,Others,61829.0,Movie tickets
,utilities,208.0,Train ticket
22-11-23,utilities,8689.0,Electricity bill
2024-04-04,Fod,2221.0,EMI payment
20-05-2024,Foodd,1113.0,ATM withdrawal
2022-03-24,Utilties,1880.0,Fixed deposit
2024-08-23,Foods,2396.0,Medicine
2022-12-10,Rent,37626.0,test
2021-11-15,EDU,,test
2024-11-24,Education,999999.0,Electricity bill
26-07-24,TRAVEL,9328.0,Online course
2024-07-12,Fod,8525.0,Medicine
12/05/2024,Entertain,6148.0,Monthly rent payment
02/09/2023,Others,3012.0,xyz123
11/09/2023,Entertainment,9671.0,Doctor consultation
11-02-24,rent,7856.0,Internet bill
2022-03-22,Travel,1488.0,asdfgh
11/16/2023,Entrtnmnt,3093.0,Petrol
2021-08-09,Foods,3616.0,misc
2023-04-12,utilities,2074.0,Lunch
2024-05-15,Travel,5087.0,Petrol
03/29/2021,Rnt,722.0,ATM withdrawal
05-03-21,Fod,391.0,Lunch
12/22/2022,Food,335.0,Shopping
01/22/2023,Foodd,3554.0,ATM withdrawal
07-08-23,Entrtnmnt,2278.0,misc
2022-02-18,FOOD,1575.0,Fixed deposit
11/21/2021,Rent,18845.0,Gym membership
,Educaton,7484.0,Movie tickets
2022-02-04,TRAVEL,895.0,test
2021-02-28,Helth,2303.0,Monthly rent payment
25-06-2021,HEALTH,6404.0,Monthly rent payment
2023-04-16,Traval,4099.0,Movie tickets
05/10/2021,Travel,6946.0,Monthly rent payment
2023-08-18,rent,8035.0,xyz123
08/08/2024,TRAVEL,7971.0,Lunch
08/21/2021,Utilities,9760.0,!!!
03/02/2021,travel,8850.0,Petrol
2024-01-02,Educaton,7181.0,EMI payment
2022-01-01,Utilities,361.0,ATM withdrawal
07/29/2021,FOOD,9047.0,Internet bill
08/15/2024,Freelance,60879.0,Electricity bill
05/16/2021,others,9963.0,Electricity bill
14-01-24,Travel,9140.0,Monthly rent payment
15-05-22,food,8549.0,Fixed deposit
2022-01-05,Rent,39738.0,Train ticket
2023-08-11,TRAVEL,9618.0,Electricity bill
2022-12-02,EDU,,Online course
01/23/2023,Investment,12814.0,Online course
06/29/2024,Foodd,2797.0,Train ticket
05/09/2022,Rnt,835.0,Medicine
2023-07-18,Fod,9756.0,Movie tickets
2022-12-18,FOOD,8248.0,Petrol
22-11-21,Rnt,4659.0,Restaurant dinner
2024-04-23,Utility,5230.0,ATM withdrawal
16-08-21,FOOD,7681.0,Medicine
2024-03-22,Rent,39335.0,Coffee
26-10-2021,Salary,72736.0,Medicine
21-03-2024,Helth,2035.0,Online course
2023-06-16,food,3576.0,Electricity bill
02/19/2023,Rent,45912.0,Restaurant dinner
11/01/2023,Salary,681983.0,Medicine
08/08/2023,Salary,15344.0,Petrol
10/07/2024,Traval,5008.0,Lunch
2021-04-04,rent,1456.0,xyz123
2022-12-07,Travl,8786.0,Doctor consultation
2024-06-30,TRAVEL,2092.0,xyz123
31-05-23,Educaton,4602.0,ATM withdrawal
11/28/2021,Rentt,10901.0,Gym membership
05/22/2024,Travel,9518.0,Medicine
2024-06-02,Educaton,1003.0,Monthly rent payment
04/30/2022,Entrtnmnt,865.0,Doctor consultation
2021-07-31,Food,2496.0,EMI payment
2023-01-03,Entrtnmnt,5531.0,Medicine
05/14/2022,Food,2906.0,Movie tickets
05-11-22,Utilities,999999.0,Books
2023-07-24,Travel,3215.0,!!!
30-07-2021,Entertain,-500.0,Shopping
03/14/2021,Rent,43584.0,asdfgh
09-05-2023,Salary,26163.0,!!!
03/19/2023,Foods,3914.0,!!!
2022-11-18,Education,5257.0,Grocery shopping
03/16/2021,entertainment,8226.0,test
2022-08-24,Educaton,3958.0,Movie tickets
04/06/2024,Savings,594.0,Monthly rent payment
2024-12-22,Foodd,970.0,Fixed deposit
02-02-2021,Traval,1378.0,Shopping
08/05/2024,entertainment,5493.0,Gym membership
17-03-21,Rnt,1474.0,Lunch
2022-01-19,Entrtnmnt,4009.0,Uber ride
02/14/2024,Investment,65886.0,Monthly rent payment
08-01-2024,Traval,7728.0,Movie tickets
03/07/2021,Utlities,1346.0,Petrol
2021-01-24,EDU,7472.0,Doctor consultation
26-09-24,Educaton,4293.0,ATM withdrawal
2023-09-27,education,4956.0,Online course
2024-09-13,Fod,540.0,Shopping
09/27/2021,Utilities,9021.0,Internet bill
2023-02-07,Entertain,5721.0,ATM withdrawal
23-10-21,Travl,5345.0,Gym membership
15-11-24,Bonus,63063.0,Uber ride
03/31/2024,Rnt,7678.0,asdfgh
27-06-2021,utilities,4923.0,Petrol
10/04/2024,RENT,-1000.0,Coffee
2021-09-29,Foods,3819.0,Internet bill
2024-06-08,food,,Uber ride
2021-06-10,Entertainment,999999.0,Coffee
07-05-22,Entrtnmnt,7835.0,Grocery shopping
02-04-2024,Traval,4478.0,Coffee
2024-08-15,FOOD,7933.0,Internet bill
10-05-23,Investment,55222.0,misc
2023-03-31,RENT,9201.0,Electricity bill
05/14/2023,education,2842.0,Gym membership
03-12-2021,RENT,6317.0,Petrol
07/05/2022,Foods,2761.0,Lunch
21-02-2023,Utilities,8200.0,Petrol
11-08-24,TRAVEL,8406.0,Grocery shopping
24-03-23,Helth,8067.0,Shopping
2023-04-23,Utilties,1517.0,Doctor consultation
06/16/2022,SAVINGS,6042.0,ATM withdrawal
,Entertain,4340.0,Restaurant dinner
,Utility,3631.0,Doctor consultation
10/20/2024,food,2669.0,Books
04/09/2022,Rentt,49196.0,!!!
2022-11-24,Utility,7454.0,Coffee
26-02-23,rent,,Shopping
2023-01-12,Utilities,3686.0,Medicine
05/01/2024,RENT,4235.0,EMI payment
08/10/2023,travel,3721.0,Gym membership
2021-11-03,education,3205.0,EMI payment
2024-08-21,Travl,6871.0,Grocery shopping
04/10/2023,Foodd,1829.0,Petrol
2021-01-04,Rnt,9915.0,Uber ride
2022-10-04,TRAVEL,3076.0,asdfgh
01/22/2021,Rent,,Lunch
2021-09-10,Rent,46896.0,Lunch
2022-11-19,Others,999999.0,Coffee
01/21/2024,FOOD,7844.0,Monthly rent payment
2021-12-19,RENT,6171.0,misc
2023-04-15,health,3265.0,Movie tickets
2022-01-20,Travel,3625.0,ATM withdrawal
2021-04-19,Bonus,66794.0,ATM withdrawal
06/03/2023,TRAVEL,4280.0,Train ticket
11/14/2021,TRAVEL,7632.0,Books
25-12-21,Fod,,Medicine
10/12/2021,Entertainment,8587.0,Grocery shopping
2023-02-02,savings,6766.0,Grocery shopping
2024-11-13,rent,403.0,Online course
2022-11-14,Utilties,659.0,Lunch
30-06-24,Investment,35392.0,ATM withdrawal
21-08-2023,Rnt,2986.0,EMI payment
04/25/2021,rent,478.0,Train ticket
04/26/2021,Bonus,70383.0,EMI payment
09-12-21,Food,2625.0,Doctor consultation
2021-12-22,Foodd,1806.0,Restaurant dinner
2022-06-03,Traval,7230.0,asdfgh
08-02-23,utilities,7362.0,misc
03/04/2021,Foodd,4641.0,Restaurant dinner
2024-05-18,Others,68733.0,Movie tickets
2023-02-03,Rent,35289.0,Doctor consultation
09-10-2024,Rentt,43283.0,Movie tickets
07/14/2024,Investment,24516.0,Medicine
28-03-23,Fod,4387.0,Grocery shopping
06/01/2024,Foodd,4313.0,ATM withdrawal
24-04-22,Food,-500.0,Coffee
2024-07-07,Foodd,348.0,ATM withdrawal
08-01-2023,Foodd,4199.0,Online course
03/08/2021,food,917.0,Coffee
2022-05-24,Food,1872.0,test
06/25/2024,travel,5247.0,Electricity bill
12/11/2022,Food,828.0,Petrol
2023-07-04,RENT,532.0,Train ticket
30-09-2021,Food,957.0,misc
2022-11-15,SAVINGS,2323.0,asdfgh
2021-05-28,rent,9056.0,Monthly rent payment
12/16/2021,Savings,7769.0,Online course
11/12/2024,Helth,2624.0,EMI payment
02-03-24,utilities,2455.0,test
01-11-2023,entertainment,779.0,Fixed deposit
2023-06-16,Education,2827.0,Electricity bill
03-08-21,food,10000.0,Internet bill
10-04-21,Foods,2105.0,Shopping
,utilities,999999999.0,!!!
06-10-2023,FOOD,1689.0,Restaurant dinner
2022-07-10,Others,,Train ticket
06/01/2023,Salary,25111.0,Petrol
08/08/2022,travel,9049.0,Coffee
2021-02-23,Fod,189.0,Internet bill
2021-04-18,EDU,6719.0,Online course
05-05-21,RENT,5108.0,Books
03/24/2023,Rnt,4109.0,Electricity bill
,Misc,1242.0,Fixed deposit
2021-08-14,Educaton,5002.0,Fixed deposit
01/16/2023,Health,9092.0,asdfgh
27-02-22,EDU,7122.0,Petrol
2021-08-04,others,4606.0,Electricity bill
01/26/2021,Others,65556.0,Restaurant dinner
19-06-23,Travel,3864.0,Fixed deposit
08/08/2024,rent,2779.0,!!!
10/27/2022,Travl,5958.0,asdfgh
06-12-22,Rent,21486.0,Fixed deposit
28-11-23,Utility,868.0,!!!
2022-12-22,Traval,7727.0,Fixed deposit
06/12/2023,FOOD,2775.0,Lunch
2022-09-11,Educaton,639.0,xyz123
19-07-21,Travel,3038.0,Monthly rent payment
08-12-23,Savings,3948.0,Gym membership
22-09-22,Utlities,2186.0,Lunch
25-03-23,Food,4719.0,Uber ride
09-05-21,Entertainment,9678.0,Movie tickets
2024-09-11,rent,4127.0,misc
04/19/2021,Foodd,2102.0,Movie tickets
2022-10-04,Rentt,47161.0,Monthly rent payment
2022-11-03,Rentt,35442.0,Petrol
2024-04-19,Utility,3227.0,Electricity bill
2024-09-09,food,5243.0,ATM withdrawal
2023-08-16,travel,9124.0,Lunch
06/22/2024,RENT,3197.0,Lunch
26-06-2023,Others,51504.0,Movie tickets
03/04/2021,Bonus,70676.0,Online course
08/06/2023,Savings,1032.0,Monthly rent payment
24-04-22,Rent,7250.0,Petrol
2021-07-29,Bonus,78729.0,Doctor consultation
2021-08-12,TRAVEL,3380.0,Petrol
05/11/2024,RENT,2709.0,EMI payment
08-01-22,Rentt,37578.0,Restaurant dinner
2022-06-03,rent,4234.0,Gym membership
09/30/2021,Rent,20078.0,Coffee
02-03-2023,TRAVEL,,Grocery shopping
09/17/2022,Helth,5277.0,Coffee
2022-08-05,entertainment,4736.0,Internet bill
07/27/2022,travel,2898.0,Coffee
24-03-2021,Rentt,26136.0,Monthly rent payment
2021-02-22,Salary,,Books
04/24/2021,education,1185.0,Coffee
2023-08-15,Fod,9606.0,Monthly rent payment
,Others,63265.0,Movie tickets
2024-12-31,Fod,3103.0,EMI payment
04-03-2022,Rnt,7902.0,Petrol
2022-03-16,food,4577.0,Electricity bill
2022-01-26,entertainment,4415.0,Internet bill
2024-12-26,Utility,1152.0,Monthly rent payment
11/24/2022,utilities,3148.0,xyz123
19-12-2022,rent,5900.0,xyz123
,Bonus,50692.0,EMI payment
21-07-2024,travel,7292.0,asdfgh
05/29/2022,others,4955.0,Movie tickets
07/27/2023,Foodd,505.0,Doctor consultation
2021-04-16,Rnt,8041.0,!!!
01/04/2022,SAVINGS,8962.0,Electricity bill
11/17/2024,Education,6401.0,ATM withdrawal
29-11-2022,Utilities,9946.0,Fixed deposit
26-05-2024,Others,77459.0,Shopping
05/25/2021,Fod,1494.0,Uber ride
2024-12-05,Rnt,4852.0,Lunch
10/23/2024,FOOD,2352.0,!!!
2021-02-28,Investment,42752.0,Movie tickets
11/22/2022,Others,28060.0,ATM withdrawal
2024-05-29,food,3309.0,Petrol
03-02-24,health,5801.0,!!!
2023-05-24,rent,3517.0,Gym membership
24-05-2021,Utility,9263.0,xyz123
09-04-24,Entertain,7853.0,Gym membership
07/21/2021,entertainment,8991.0,Monthly rent payment
08-05-2024,Rentt,40794.0,Doctor consultation
15-12-2023,Foodd,1741.0,Uber ride
10/12/2021,Entertainment,2892.0,Fixed deposit
03/05/2021,Education,7636.0,Train ticket
2021-05-17,FOOD,9422.0,Monthly rent payment
01/24/2024,FOOD,6863.0,Petrol
2022-08-29,Rentt,7471.0,Gym membership
2021-05-22,Traval,4747.0,test
06/19/2021,Investment,48442.0,Movie tickets
2024-12-24,Foodd,4060.0,Petrol
02-01-24,Foodd,1049.0,!!!
2021-03-15,Fod,493.0,EMI payment
28-06-22,Educaton,7462.0,Grocery shopping
17-02-23,Education,1443.0,Online course
,Investment,53678.0,Internet bill
01/13/2021,Fod,3785.0,!!!
04/29/2022,SAVINGS,0.0,Fixed deposit
05/22/2023,Foodd,2595.0,Fixed deposit
2022-08-02,Freelance,34663.0,Monthly rent payment
2022-12-21,Freelance,184818.0,Fixed deposit
28-06-2022,utilities,9710.0,Gym membership
16-01-24,RENT,8847.0,Electricity bill
01/27/2021,entertainment,9783.0,Restaurant dinner
13-06-23,Foods,2172.0,ATM withdrawal
16-02-23,Entrtnmnt,2644.0,Monthly rent payment
08/23/2024,Utilties,1529.0,Shopping
30-07-22,Utlities,7006.0,Medicine
,Freelance,73474.0,ATM withdrawal
2023-09-21,travel,5708.0,!!!
12-06-24,RENT,8827.0,Books
2023-05-15,Investment,39046.0,misc
03/18/2021,Utilities,8845.0,Fixed deposit
2024-09-27,Utilities,5617.0,Internet bill
2024-09-21,FOOD,2460.0,Lunch
22-06-23,Entertain,3729.0,Fixed deposit
2023-10-12,Entertain,8846.0,Shopping
08/10/2021,TRAVEL,1269.0,Online course
2021-05-28,Foods,1785.0,asdfgh
2024-01-18,travel,8372.0,Shopping
2021-10-06,Utilties,5400.0,Medicine
2022-04-30,Others,18437.0,Monthly rent payment
2024-10-01,Travel,999999999.0,Monthly rent payment
25-07-24,Entrtnmnt,691.0,Restaurant dinner
2023-01-23,Bonus,39977.0,Electricity bill
2024-12-01,education,3983.0,xyz123
11/04/2021,Helth,5100.0,Online course
2023-01-24,HEALTH,9718.0,ATM withdrawal
07/10/2023,Rent,9477.0,Online course
04-01-2023,Food,945.0,Uber ride
06/29/2023,Investment,816014.0,Coffee
07/22/2024,Health,7961.0,Shopping
08-02-21,Others,14888.0,Gym membership
15-02-23,Fod,3834.0,Internet bill
10/31/2021,Investment,21531.0,Online course
09/06/2024,Education,128.0,Grocery shopping
2022-06-10,Traval,4935.0,Restaurant dinner
10/04/2023,education,,Lunch
01-12-24,Traval,1374.0,test
12/09/2024,OTHERS,8431.0,Lunch
2024-01-31,Educaton,5425.0,Books
01-02-2022,Utilties,6261.0,!!!
05/03/2022,Freelance,50354.0,xyz123
2023-09-19,Fod,2911.0,Train ticket
03/11/2023,Utilities,5869.0,Petrol
08/29/2021,food,4579.0,Fixed deposit
08/05/2021,Investment,37428.0,test
2023-07-22,education,8855.0,Restaurant dinner
10-03-21,Entrtnmnt,-1000.0,Coffee
09/19/2021,Traval,7085.0,Books
09-06-22,Rent,24131.0,Books
07/18/2023,Food,1505.0,Uber ride
,HEALTH,6327.0,Movie tickets
2023-12-24,Freelance,46163.0,Restaurant dinner
12/04/2022,Utility,,Electricity bill
05-04-24,Bonus,75893.0,Coffee
11/26/2024,FOOD,999999.0,Medicine
2024-09-14,entertainment,5593.0,Internet bill
07/02/2021,FOOD,653.0,Gym membership
23-01-2021,food,-1000.0,Train ticket
2024-03-01,Fod,,Online course
12/10/2022,Bonus,436526.0,Monthly rent payment
02/05/2021,Foodd,3654.0,EMI payment
2024-09-23,FOOD,1515.0,Coffee
2021-03-14,Salary,62348.0,Uber ride
11-03-21,Rentt,31703.0,misc
31-10-2023,Food,1354.0,Medicine
06-12-2022,HEALTH,5547.0,Shopping
07/26/2022,Others,34969.0,Coffee
27-01-21,Education,9258.0,Internet bill
2021-06-29,Utilities,3183.0,Medicine
03/14/2022,Fod,7194.0,test
2021-06-22,Utilties,6695.0,asdfgh
28-07-2021,TRAVEL,5111.0,Doctor consultation
03-06-22,Travel,3562.0,!!!
01-11-2021,utilities,5111.0,Movie tickets
2024-07-31,Education,,Books
,Traval,762.0,Books
21-12-23,Rentt,38973.0,Fixed deposit
2022-03-19,Rentt,33767.0,test
2021-01-20,food,8808.0,Medicine
,Investment,61727.0,Doctor consultation
01-12-2023,travel,1581.0,Gym membership
18-09-2023,rent,4038.0,xyz123
2024-04-06,Foodd,,Restaurant dinner
2021-03-01,Education,5726.0,Restaurant dinner
11/27/2024,Education,4664.0,Books
2024-05-12,Foods,3315.0,Fixed deposit
2024-11-28,Fod,3381.0,Grocery shopping
2023-09-16,Freelance,20825.0,Restaurant dinner
2022-06-23,Health,,misc
03/27/2022,Traval,4730.0,Books
,Entrtnmnt,1799.0,Gym membership
09-05-24,TRAVEL,614.0,ATM withdrawal
21-03-23,Food,-500.0,Lunch
2021-12-04,OTHERS,,Lunch
2023-01-20,food,1986.0,Internet bill
09/10/2021,Utility,1664.0,Uber ride
,health,5440.0,xyz123
2022-09-01,Freelance,39709.0,!!!
03/13/2024,Investment,47834.0,test
2024-04-22,Rentt,16728.0,asdfgh
2024-12-18,Bonus,28632.0,Fixed deposit
09-01-2021,Rnt,5959.0,Train ticket
2023-01-08,food,1673.0,Medicine
2022-09-24,Entrtnmnt,3440.0,Fixed deposit
2021-04-14,Food,3418.0,Electricity bill
2023-08-19,TRAVEL,1211.0,ATM withdrawal
23-06-2024,Health,7057.0,xyz123
2022-01-12,Rnt,5581.0,!!!
08/21/2024,TRAVEL,9988.0,Shopping
11/18/2024,EDU,4778.0,Doctor consultation
2024-01-11,Fod,838.0,!!!
13-09-22,rent,983.0,Gym membership
07/13/2022,food,8422.0,Grocery shopping
2024-04-01,Utlities,7181.0,Online course
,Educaton,7557.0,xyz123
2022-03-05,Entertain,5609.0,Movie tickets
2023-11-16,FOOD,8801.0,Gym membership
23-04-24,Others,63482.0,Shopping
11/13/2023,Travel,4892.0,ATM withdrawal
2022-11-02,Investment,30247.0,Gym membership
2024-12-04,Utility,7493.0,Fixed deposit
01/13/2024,Others,68997.0,Petrol
06/28/2024,Utilties,661.0,asdfgh
2021-05-05,Bonus,65615.0,Medicine
08/14/2023,Rent,14532.0,Petrol
10-09-21,Foods,4099.0,Shopping
10/19/2022,Investment,24380.0,!!!
2023-05-28,Fod,6167.0,Uber ride
2024-09-24,Investment,70327.0,xyz123
05/07/2022,Educaton,117.0,Grocery shopping
2023-04-13,travel,5205.0,Shopping
01/10/2021,Food,4331.0,Fixed deposit
2022-09-06,utilities,7756.0,Petrol
2021-11-01,RENT,5282.0,Shopping
2024-04-22,RENT,4983.0,Grocery shopping
2021-09-12,RENT,1558.0,Doctor consultation
08-06-21,Utilities,6326.0,Uber ride
11/24/2022,RENT,1046.0,Petrol
,Utlities,3258.0,Medicine
03/09/2022,food,-500.0,Books
2021-02-22,EDU,7996.0,EMI payment
01-10-22,Salary,35426.0,xyz123
11-01-2022,Investment,49543.0,xyz123
08-10-21,Investment,40241.0,Monthly rent payment
05/17/2022,Investment,75740.0,Train ticket
2022-07-04,Travel,2747.0,!!!
10/16/2021,others,6009.0,Movie tickets
04/11/2023,entertainment,5114.0,Coffee
05/31/2021,Entrtnmnt,8098.0,Doctor consultation
2022-06-09,Rent,999999999.0,xyz123
2024-04-14,Bonus,71894.0,Shopping
2022-05-10,Food,2142.0,Uber ride
29-07-23,Bonus,71916.0,Doctor consultation
03/30/2023,Investment,58050.0,Electricity bill
2022-10-21,Entrtnmnt,794.0,Online course
,Others,36543.0,Coffee
2023-01-12,entertainment,4205.0,Coffee
15-11-2024,Rent,30227.0,Electricity bill
09/30/2024,Investment,27598.0,Shopping
2024-11-08,travel,222.0,Lunch
2021-05-16,Investment,70142.0,misc
2021-08-23,Freelance,75155.0,!!!
04-06-24,Utilities,4705.0,Monthly rent payment
05/18/2023,rent,9048.0,Doctor consultation
10/17/2022,FOOD,9554.0,Books
2022-02-13,Salary,28546.0,xyz123
13-05-24,Entertainment,7376.0,Books
2024-06-30,Health,,EMI payment
05-11-2024,food,1648.0,Books
25-11-23,rent,6391.0,asdfgh
20-03-21,Education,3151.0,xyz123
,Freelance,,Restaurant dinner
10-11-22,Traval,4043.0,Doctor consultation
2021-02-24,FOOD,1417.0,Grocery shopping
09/18/2023,Foods,3178.0,Lunch
